id,planet,house,sign,keywords,reading,is_positive,source_month,source_sign
53,太阳,2,巨蟹座,收入宫,我重申一次，为什么我对于巨蟹座能够有更好的经济前景，如此乐观：木星在你的事业和荣誉宫，7月28日的新月和太阳将点亮你的收入宫,TRUE,2022-07,巨蟹座
54,木星,2,巨蟹座,收入宫,我重申一次，为什么我对于巨蟹座能够有更好的经济前景，如此乐观：木星在你的事业和荣誉宫，7月28日的新月和太阳将点亮你的收入宫,TRUE,2022-07,巨蟹座
55,新月,2,巨蟹座,收入宫,我重申一次，为什么我对于巨蟹座能够有更好的经济前景，如此乐观：木星在你的事业和荣誉宫，7月28日的新月和太阳将点亮你的收入宫,TRUE,2022-07,巨蟹座
56,火星,4,水瓶座,家宅宫,与此同时，你也会集中精神处理住所相关的问题，因为自7月5日起，火星会进入金牛座，即水瓶座的家宅宫,TRUE,2022-07,水瓶座
57,火星,9,天秤座,旅行宫,火星将进入双子座呆上异常漫长的7个月，并在你的第九宫旅行宫停驻到2023年3月25日,TRUE,2022-08,天秤座
58,冥王星,4,天蝎座,家庭宫,而且很神奇的是，你的守护星冥王星现在位于你的星盘底部，与你的家庭宫友好互动，所以如果你需要快速搬离或需要找一个室友公摊房费，那么你会顺利解决困难,TRUE,2022-08,天蝎座
59,太阳,10,天蝎座,事业宫,此新月很甜美，因为木星位于白羊座，向你的事业宫发射友好光波，并与太阳和新月呈吉相，把你的日常事务宫和你的事业宫联结在一起,TRUE,2022-08,天蝎座
60,木星,10,天蝎座,事业宫,此新月很甜美，因为木星位于白羊座，向你的事业宫发射友好光波，并与太阳和新月呈吉相，把你的日常事务宫和你的事业宫联结在一起,TRUE,2022-08,天蝎座
61,火星,7,射手座,伴侣宫,火星会在你的伴侣宫7个月，所以如果事情不能公平的达成一致的话，那么可能就会拖延下去,TRUE,2022-08,射手座
62,火星,8,射手座,他人钱财宫,火星在2023年3月25日离开双子的之后将会进入巨蟹座，你的第八宫他人钱财宫，那时候大家更倾向于讨论财产分配,TRUE,2022-08,射手座
63,天王星,4,水瓶座,家庭宫,令人无法预测的天王星正停留在你的家庭宫并且暂时不会离开此地，但是随着火星的离开，这种紧张的形势会有所减弱，可能是因为你也马上要做出决定了,TRUE,2022-08,水瓶座
64,天王星,9,双鱼座,旅行宫,天王星目前位于你的旅行宫，因此在9月10-11日这个周末，你可能会有一场快速的，临时起意的旅行，以前根本没计划过，但是当你收到邀请的时候就会觉得，错过这么特别的事情太可惜了,TRUE,2022-09,双鱼座
65,火星,4,双鱼座,家宅宫,这样一来你就有了确定的时间表，火星在8月20日进入双子座，即你的家宅宫，并一直停留到2023年3月25日,TRUE,2022-09,双鱼座
66,满月,4,射手座,家庭宫,9月10日发生在双鱼座的满月会照亮你的家庭宫，而且因为它的轨道很靠近掌管着海洋和水的海王星，所以你需要警惕与水有关的问题,TRUE,2022-09,射手座
67,金星,2,狮子座,财务宫,此时，金星将位于你的财务宫，与位于你日常工作宫的冥王星进行对话，所以这次旅行应该既有利可图又有趣,TRUE,2022-09,狮子座
68,水星,5,金牛座,爱情宫,这个月，水星（从9月23日开始）在你的爱情宫逆行，所以，另一种可能是，一个旧情人会出现——这个人让你牵挂了很多年,TRUE,2022-09,金牛座
69,新月,4,双子座,家庭宫,上个月9月25日的处女座新月出现在你的家庭宫，所以你可能一直关注着某个家人的福祉，即使这个人住得离你很远,TRUE,2022-10,双子座
70,太阳,4,天蝎座,家庭宫,火星（你的守护星之一，他的重要性比其他行星更大）位于双子座，太阳和金星刚刚进入天蝎座，土星位于水瓶座（你的家庭宫），形成了无比闪耀的黄金大三角，与满月共同作用,TRUE,2022-10,天蝎座
71,金星,4,天蝎座,家庭宫,火星（你的守护星之一，他的重要性比其他行星更大）位于双子座，太阳和金星刚刚进入天蝎座，土星位于水瓶座（你的家庭宫），形成了无比闪耀的黄金大三角，与满月共同作用,TRUE,2022-10,天蝎座
72,土星,4,天蝎座,家庭宫,火星（你的守护星之一，他的重要性比其他行星更大）位于双子座，太阳和金星刚刚进入天蝎座，土星位于水瓶座（你的家庭宫），形成了无比闪耀的黄金大三角，与满月共同作用,TRUE,2022-10,天蝎座
73,太阳,2,摩羯座,收入宫,在双子座内的火星和在天秤座内的太阳与金星将收到来自你的收入宫水瓶座内土星的银色射线,TRUE,2022-10,摩羯座
74,金星,2,摩羯座,收入宫,在双子座内的火星和在天秤座内的太阳与金星将收到来自你的收入宫水瓶座内土星的银色射线,TRUE,2022-10,摩羯座
75,火星,2,摩羯座,收入宫,在双子座内的火星和在天秤座内的太阳与金星将收到来自你的收入宫水瓶座内土星的银色射线,TRUE,2022-10,摩羯座
76,金星,4,狮子座,家庭宫,金星将从10月23日到11月16日访问你的家庭宫，所以请整理家宅，如果不打算搬家，可以考虑在你家为喜欢的朋友举办聚会,TRUE,2022-10,狮子座
77,木星,2,处女座,财务宫,木星将在双鱼座停留到12月20日，那之后，再次进入白羊座，你星盘第八宫财务宫，停留四个多月，几乎是对你的保证，2023年是非常富足的年份,TRUE,2022-11,处女座
78,满月,4,水瓶座,家庭宫,另一个食相则是在本月8号发生的满月，这是一个月全食，出现在金牛座16度位置，点亮水瓶座的家庭宫,TRUE,2022-11,水瓶座
79,木星,2,水瓶座,财帛宫,自10月27日起，木星就重新回到了你的财帛宫并一直待到12月20日才离开，所以你会得到一大笔所需的金钱,TRUE,2022-11,水瓶座
80,土星,2,摩羯座,财帛宫,土星正在你的财帛宫内，并将它的射线投射向满月，将你的第6宫工作宫同你的第2宫财帛宫联系到了一起,TRUE,2022-12,摩羯座
81,木星,9,摩羯座,旅行宫,带来礼物与好运的木星，在12月20日之前都在你的旅行宫内，而之后它将进入你的家宅宫并在此地逗留至2023年5月16日,TRUE,2022-12,摩羯座
82,水星,4,水瓶座,家庭宫,水星正在你的隐秘宫，天王星则在你的家庭宫，你可能会出去旅行或听到来自家人的特别消息,TRUE,2022-12,水瓶座
83,水星,12,水瓶座,隐秘宫,水星正在你的隐秘宫，天王星则在你的家庭宫，你可能会出去旅行或听到来自家人的特别消息,TRUE,2022-12,水瓶座
84,水星,2,金牛座,财务宫,水星的老大哥火星在你的财务宫运行，他会增加你的开支，而且，他一直处在逆行状态，因此如果你在寻找新的收入来源，那么可能已经遇到了阻碍,TRUE,2023-01,金牛座
85,火星,2,金牛座,财务宫,水星的老大哥火星在你的财务宫运行，他会增加你的开支，而且，他一直处在逆行状态，因此如果你在寻找新的收入来源，那么可能已经遇到了阻碍,TRUE,2023-01,金牛座
86,水星,3,天蝎座,沟通宫,水星在你的沟通宫，并与天王星处于理想的角度，这将帮助你在2月17日做出合适的表达，你在这一天会准备充分、思路清晰、富有想象力,TRUE,2023-02,天蝎座
87,火星,11,狮子座,朋友宫,火星在你的朋友宫中停留，到现在为止，你可能发现朋友最近不太乐于助人，也不太可靠，但这种情况很快就会发生变化，并且会显著改善,TRUE,2023-02,狮子座
88,冥王星,12,双鱼座,隐秘宫,双鱼座总是喜欢安静的独处，现在随着冥王星进入隐秘宫，你需要确保自己远离嘈杂，作息有序，这样你就可以思考和自省了,TRUE,2023-03,双鱼座
89,土星,6,天秤座,工作宫,要认真对待健康的另一个原因可能是因为土星进入双鱼座——你的第六宫健康与工作宫，这是29年来的首次（土星上一次在双鱼座是1993年-1996年）,TRUE,2023-03,天秤座
90,火星,10,天秤座,事业宫,火星在双子座度过了七个月之后离开，看到这请不要难过，因为这颗行动之星将在3月25日进入巨蟹座，着重聚焦你的事业宫，从3月25日至5月20日,TRUE,2023-03,天秤座
91,火星,2,天蝎座,财务宫,好消息是，火星将于3月25日离开你的财务宫，直到2024年7月20日才返回，再次进驻这里是在2024年9月4日，为期六周四天（这是火星更正常的一次访问）,TRUE,2023-03,天蝎座
92,火星,2,射手座,财务宫,火星即将进入巨蟹座，你的第八宫财务宫，所以在接下来的几周里你可能会不得不花一些钱，但是我估计你知道自己需要买什么——你在3月25日至5月20日之间的开销不是意外开销,TRUE,2023-03,射手座
93,火星,7,摩羯座,合作宫,当3月25日火星终于离开双子座后，它将进入你的亲密关系/婚姻/合作宫内，你就能够给那些最亲密的人更多优质时间,TRUE,2023-03,摩羯座
94,冥王星,7,狮子座,关系宫,当冥王星这颗强势的行星进入到你的伙伴关系宫位时，你很可能与非常有权势的人结盟，他们是成功人士，也是有钱人,TRUE,2023-03,狮子座
95,金星,4,双鱼座,家庭宫,这个月金星会在你的家庭宫，而不是火星，所以你可能会坐下来享受公寓、房子或其他资产上所做的改变,TRUE,2023-04,双鱼座
96,月亮,7,摩羯座,伴侣宫,实际上由于木星和新月合相（月亮也掌管你的伴侣宫），此人也许会对解决冥王星带来的财务挑战相当有帮助,TRUE,2023-04,摩羯座
97,木星,7,摩羯座,伴侣宫,实际上由于木星和新月合相（月亮也掌管你的伴侣宫），此人也许会对解决冥王星带来的财务挑战相当有帮助,TRUE,2023-04,摩羯座
98,新月,7,摩羯座,伴侣宫,实际上由于木星和新月合相（月亮也掌管你的伴侣宫），此人也许会对解决冥王星带来的财务挑战相当有帮助,TRUE,2023-04,摩羯座
99,金星,4,苏珊米勒2023年4月双鱼座,家庭宫,这个月金星会在你的家庭宫，而不是火星，所以你可能会坐下来享受公寓、房子或其他资产上所做的改变,TRUE,2023-04,苏珊米勒2023年4月双鱼座
100,火星,4,苏珊米勒2023年4月双鱼座,家庭宫,火星是双鱼座收入宫的守护者，又在去年长时间驻守你的家庭宫，你可能一直在与承包商和设计师沟通&合作装修家宅，也可能是购买新住所,TRUE,2023-04,苏珊米勒2023年4月双鱼座
101,冥王星,4,苏珊米勒2023年4月天蝎座,家庭宫,冥王星位于你的家庭宫，可能会让你暂停进行这样一项大型的冒险，因为时间可能很长，你可能不得不花时间旅行,TRUE,2023-04,苏珊米勒2023年4月天蝎座
102,月亮,7,苏珊米勒2023年4月摩羯座,伴侣宫,实际上由于木星和新月合相（月亮也掌管你的伴侣宫），此人也许会对解决冥王星带来的财务挑战相当有帮助,TRUE,2023-04,苏珊米勒2023年4月摩羯座
103,木星,7,苏珊米勒2023年4月摩羯座,伴侣宫,实际上由于木星和新月合相（月亮也掌管你的伴侣宫），此人也许会对解决冥王星带来的财务挑战相当有帮助,TRUE,2023-04,苏珊米勒2023年4月摩羯座
104,新月,4,苏珊米勒2023年4月摩羯座,家宅宫,本月将是重要的一个月，因为4月19日将有个友好的新月日食发生在你的家宅宫内，这将给你的家庭、住所或其他你拥有、租赁、管理或打算买卖的房产带来迅速且戏剧化的改变,TRUE,2023-04,苏珊米勒2023年4月摩羯座
105,新月,7,苏珊米勒2023年4月摩羯座,伴侣宫,实际上由于木星和新月合相（月亮也掌管你的伴侣宫），此人也许会对解决冥王星带来的财务挑战相当有帮助,TRUE,2023-04,苏珊米勒2023年4月摩羯座
106,土星,10,双子座,事业宫,他将联系土星，土星位于你的事业宫，一起努力为潜在的暴风雨事业状况增加稳定性，他们可以做很多事情来拯救这一天,TRUE,2023-05,双子座
107,太阳,4,水瓶座,家庭宫,天王星与太阳的合相，给你的家庭宫及事业宫带来紧张气氛，且两者皆与天蝎座满月对冲，在这些星象的影响下，这个食相显得有些“棘手”,TRUE,2023-05,水瓶座
108,土星,10,狮子座,事业宫,他将联系土星，土星位于你的事业宫，一起努力为潜在的暴风雨事业状况增加稳定性，他们可以做很多事情来拯救这一天,TRUE,2023-05,狮子座
109,木星,3,双鱼座,沟通宫,与此同时，代表行运和馈赠的木星在5月16日进入双鱼座沟通宫，并将在此停留了整整12个月,TRUE,2023-06,双鱼座
110,木星,4,双鱼座,家宅宫,可能考虑买房，但我希望你等到2024年5月25日，木星进入双子座的时候，即太阳双鱼座的4宫家宅宫，并在此停留到2025年6月，这段时间适合为家宅相关问题找到最佳解决方案,TRUE,2023-06,双鱼座
111,木星,2,天秤座,财务宫,虽然你可能被那些消息吓到了，但巨大利好的木星在几天后（12年来第一次）进入了你的第八宫财务宫，所以你现在将拥有大量财务方面的运气,TRUE,2023-06,天秤座
112,木星,8,天秤座,他人钱财宫,尽管上个月5月5日的月食可能已经带来了更多财务问题，不久之后5月16日木星又进入你的第八宫他人钱财宫，并将在那里待上一年，直到2024年5月25日,TRUE,2023-06,天秤座
113,土星,2,水瓶座,财帛宫,也许你正考虑省钱，因为自今年3月起，节俭的土星来到了水瓶座的财帛宫，现在的它也准备开始“找存在感”,TRUE,2023-06,水瓶座
114,满月,9,白羊座,旅行宫,6月3日星期六，满月将出现在射手座，你的旅行宫，这是享受这个季节和计划度假的完美时机,TRUE,2023-06,白羊座
115,木星,2,白羊座,收入宫,木星，好运之星，上个月5月16日进入金牛座，所以这颗慷慨的行星目前在你的第二宫收入宫，意味着你已经进入了一个巨大的经济回报时期,TRUE,2023-06,白羊座
116,火星,4,双子座,家庭宫,当火星即将进入你的家庭宫位时，你可能想去旅行，看望远方的家人，但土星在你的事业宫表明你需要首先处理好自己的职责，甚至可能不得不暂时推迟旅行,TRUE,2023-07,双子座
117,火星,10,双子座,事业宫,当火星即将进入你的家庭宫位时，你可能想去旅行，看望远方的家人，但土星在你的事业宫表明你需要首先处理好自己的职责，甚至可能不得不暂时推迟旅行,TRUE,2023-07,双子座
118,新月,4,天秤座,家庭宫,7月17日新月前后可能会有一颗行星会造成一点麻烦，它就是位于你的家庭宫摩羯座的冥王星,TRUE,2023-07,天秤座
119,土星,4,射手座,家庭宫,土星已经在3月份的时候进入了双鱼座，你的第四宫家庭宫，所以围绕着你的家会有一些事情让你关注,TRUE,2023-07,射手座
120,月亮,4,射手座,家庭宫,这个月还有第二个满月——一轮蓝月（译者注：不是蓝色月亮的意思，当一个月里发生两次满月的时候，第二次的就叫蓝月）——8月30日在双鱼座，照亮了你的家庭宫,TRUE,2023-08,射手座
121,土星,7,狮子座,伴侣宫,事实上，土星已经永远离开了——2023年3月7日离开，直到2050年才会再次回到你的伴侣宫水瓶座,TRUE,2023-08,狮子座
122,木星,10,狮子座,事业宫,在8月下半月，尤其是从8月27日开始，夜空中会出现和谐的金三角，将木星和天王星（都在你的事业宫金牛座）、位于资源宫的水星（新的消息）和日常工作宫的冥王星联系起来,TRUE,2023-08,狮子座
123,天王星,10,狮子座,事业宫,在8月下半月，尤其是从8月27日开始，夜空中会出现和谐的金三角，将木星和天王星（都在你的事业宫金牛座）、位于资源宫的水星（新的消息）和日常工作宫的冥王星联系起来,TRUE,2023-08,狮子座
124,水星,4,双子座,家庭宫,水星位于你的家庭宫，所以本月你为改善家庭和家人所做的许多努力都会收获回报，你也会得到保护,TRUE,2023-09,双子座
125,天王星,4,双子座,家庭宫,天王星将与你的守护星水星在你的家庭宫位甜蜜相合，所以你可能会参加某个家庭活动，朋友们也会被邀请,TRUE,2023-09,双子座
126,天王星,2,天秤座,财务宫,天王星位于你的财务宫，因此在九月的第一周，你可能会收到来自某人甚至是政府的支票，这是你始料未及的，但你收到肯定很高兴,TRUE,2023-09,天秤座
127,火星,4,巨蟹座,家庭宫,现在让我们来看看火星，它在8月27日刚刚进入天秤座，这是两年来的第一次，它将留在天秤座，让你的家庭和家庭宫变得明亮，直到10月11日,TRUE,2023-09,巨蟹座
128,冥王星,7,巨蟹座,伴侣宫,冥王星在你的伴侣宫，但离你的财务第八宫很近，冥王星可能会带来配偶或商业伙伴的帮助，也会带来好的财务消息——在9月14日之后的几天里，你可能会收到一大笔钱,TRUE,2023-09,巨蟹座
129,金星,10,摩羯座,事业宫,金星掌管你的事业宫（天秤），而它正造访你的第8宫财务宫（狮子座），所以如果你一直在等待一张支票，或解决某个财务事宜，那么到了9月3日之后你将看到进展,TRUE,2023-09,摩羯座
130,满月,10,水瓶座,事业宫,下个月，你将迎来一次天蝎座满月，就发生在你的事业宫，这次满月将得到木星的助力，所以，你可能会得到工作方面的好消息,TRUE,2023-09,水瓶座
131,月亮,12,双子座,隐秘宫,天空中会出现一个金三角，将位于处女座的月亮（你的家庭宫）与来自金牛座的木星（你的隐秘宫）的光芒连接起来，同时也会延伸到位于摩羯座的太阳（你的第八宫变革宫）,TRUE,2023-12,双子座
132,木星,12,双子座,隐秘宫,天空中会出现一个金三角，将位于处女座的月亮（你的家庭宫）与来自金牛座的木星（你的隐秘宫）的光芒连接起来，同时也会延伸到位于摩羯座的太阳（你的第八宫变革宫）,TRUE,2023-12,双子座
133,火星,10,双鱼座,事业宫,11月24日，行动力爆棚的火星进入代表荣耀、奖励、成就和名声的第十宫，即你的事业宫，并在此停留至1月4日,TRUE,2023-12,双鱼座
134,太阳,2,天秤座,金钱宫,夜空中将出现一个金三角相位，处女座月亮将沐浴在摩羯座太阳和金牛座木星（你的金钱宫）发出的闪亮光束中,TRUE,2023-12,天秤座
135,月亮,2,天秤座,金钱宫,夜空中将出现一个金三角相位，处女座月亮将沐浴在摩羯座太阳和金牛座木星（你的金钱宫）发出的闪亮光束中,TRUE,2023-12,天秤座
136,新月,2,天蝎座,收入宫,幸运的是新月将会落入你的收入宫，你将有机会要求加薪，如果你是自谋职业者的话将会有更多的生意,TRUE,2023-12,天蝎座
137,太阳,7,天蝎座,合作宫,看起来你能够成功的改善自己的现金流，因为在12月27日的时候，太阳将会进入你的第三宫合约宫并且收到来自掌管着礼物和好运的木星的互动，届时木星将会位于你的合作宫,TRUE,2023-12,天蝎座
138,木星,7,天蝎座,合作宫,看起来你能够成功的改善自己的现金流，因为在12月27日的时候，太阳将会进入你的第三宫合约宫并且收到来自掌管着礼物和好运的木星的互动，届时木星将会位于你的合作宫,TRUE,2023-12,天蝎座
