id,planet,house,sign,keywords,reading,is_positive,source_month,source_sign
37,月亮,10,天秤座,,月亮掌管你的第十宫职业宫，所以如果你为这个项目全身心付出，可能就会发现自己进入了晋升的行列。,TRUE,2022-03,天秤座
38,火星,5,天秤座,,火星即将进入水瓶座这个对你非常有爱的位置，也是你的第五宫真爱宫，这是两年来的第一次。,TRUE,2022-03,天秤座
39,木星,6,天秤座,,木星现在在你的第六宫，为你的工作任务带来好运和突破，并引导你需要采取什么行动来保持健康。,TRUE,2022-03,天秤座
40,新月,6,天秤座,,新月将开启这个趋势，因为它将在双鱼座12°闪耀，并为你的第六宫工作项目宫注入一大股能量。,TRUE,2022-03,天秤座
41,太阳,5,天蝎座,,太阳、海王星和木星此时聚集在你的第五宫，此宫位代表着新事物新爱好和所有纯粹的快乐和享受，如果你已婚或有稳定伴侣，那么与对方尽情欢乐吧。,TRUE,2022-03,天蝎座
42,木星,5,天蝎座,,木星此时聚集在你的第五宫，此宫位代表着新事物新爱好和所有纯粹的快乐和享受，如果你已婚或有稳定伴侣，那么与对方尽情欢乐吧。,TRUE,2022-03,天蝎座
43,海王星,5,天蝎座,,海王星和木星此时聚集在你的第五宫，此宫位代表着新事物新爱好和所有纯粹的快乐和享受，如果你已婚或有稳定伴侣，那么与对方尽情欢乐吧。,TRUE,2022-03,天蝎座
44,新月,5,天蝎座,,新月、太阳、海王星和木星此时聚集在你的第五宫，此宫位代表着新事物新爱好和所有纯粹的快乐和享受，如果你已婚或有稳定伴侣，那么与对方尽情欢乐吧。,TRUE,2022-03,天蝎座
45,满月,11,天蝎座,,满月发生在你的第十一宫，所以除了友谊和社交活动之外，此宫位也掌管着你最想实现的愿望。,TRUE,2022-03,天蝎座
46,满月,10,射手座,,满月会带来意外的消息，是因为天王星会给水星发去银色的光柱，而水星天然掌管你的第十宫，荣誉，奖项和成就。,TRUE,2022-03,射手座
47,木星,9,巨蟹座,,木星仍然在你的第九宫行运，这个宫位与远距离旅行和涉外文化、大学、研究生学习、进出口贸易、政务和移民事务等包括护照、签证和住所等上述提到的所有领域有关。,TRUE,2022-03,巨蟹座
48,水星,8,狮子座,,水星（代表新闻）也将位于你的第八宫，并将与木星（代表增长，扩张，利润）的能量相结合。,TRUE,2022-03,狮子座
49,土星,11,金牛座,,土星对你要求很高，但你仍然能玩的开心，这是因为一些星星来到了你的第十一宫，这些星星代表令人兴奋的社交活动和爱情，这些星星当中就有代表好运的大吉星木星）。,TRUE,2022-03,金牛座
50,木星,7,天秤座,,木星在下个月5月10日进入你的伴侣宫，你所建立的联盟将金光闪耀，并开始显示其全部好处。,TRUE,2022-04,天秤座
51,冥王星,4,天秤座,,冥王星在你的第四宫家宅宫可能会为你按下暂停键，然而冥王星可能会让你圈子里的某个人变得相当咄咄逼人——4月16日，冥王星将对太阳和满月形成挑战相位。,TRUE,2022-04,天秤座
52,新月,7,天秤座,,新月（或者是3月31日，取决于你所在时区）在白羊座12°，落在你的伴侣宫，你可能会对一段感情或一项业务做出承诺。,TRUE,2022-04,天秤座
53,金星,5,天蝎座,,金星和火星在双鱼座的合相多么令人惊叹啊，金色光芒点亮了你的第五宫真爱宫，还带来了更多令人激动的事。,TRUE,2022-04,天蝎座
54,火星,5,天蝎座,,火星在双鱼座的合相多么令人惊叹啊，金色光芒点亮了你的第五宫真爱宫，还带来了更多令人激动的事。,TRUE,2022-04,天蝎座
55,木星,5,射手座,,木星会从5月10日到10月27日之间在你的恋爱宫里各种挥洒光芒和积极能量，然后在12月20日再次回来这里一直停留到2023年的5月中旬。,TRUE,2022-04,射手座
56,木星,4,射手座,,木星是好运之星，所到之处都会被扩张，海王星是艺术之星，这两颗星星会在你的家庭宫里相遇，就是为何我会说你的家会为你带来最多的欢乐和收益。,TRUE,2022-04,射手座
57,海王星,4,射手座,,海王星是艺术之星，这两颗星星会在你的家庭宫里相遇，就是为何我会说你的家会为你带来最多的欢乐和收益。,TRUE,2022-04,射手座
58,新月,5,射手座,,新月如何被影响，因为下个月木星，礼物和好运的馈赠者，同时也是你的主星，会进入你的恋爱宫。,TRUE,2022-04,射手座
59,新月,9,狮子座,,新月会让你的第九宫充满活力，带来新消息和令人印象深刻的合作机会，涉及国际项目或移民事务，比如签证、护照或永久居留权。,TRUE,2022-04,狮子座
60,金星,11,金牛座,,金星（代表欢愉和奢华）、海王星（代表无条件的爱）和木星（代表好运）都挤在你的第十一宫。,TRUE,2022-04,金牛座
61,火星,11,金牛座,,火星（代表行动）、金星（代表欢愉和奢华）、海王星（代表无条件的爱）和木星（代表好运）都挤在你的第十一宫。,TRUE,2022-04,金牛座
62,新月,12,金牛座,,新月出现在你的第十二宫，因此如果你能过滤掉打扰你、批评你或者单纯让你浪费时间的人然后独自做事，那么你的状态会达到最好。,TRUE,2022-04,金牛座
63,火星,2,双鱼座,,火星和木星在白羊座相遇，即你的收入宫，这就像在赚钱和增加财富的方法上有了好运双保险。,TRUE,2022-05,双鱼座
64,太阳,5,天秤座,,太阳和新月形成一个艰难相位——90°刑克相位（暗示会有障碍），而土星目前正在你的第五宫——掌管爱情、创造力和孩子的宫位。,TRUE,2022-05,天秤座
65,火星,6,天秤座,,火星仍然会在你的第六宫，所以再次指向你的工作有很多事情要做，也有稳定可靠的盈利能力。,TRUE,2022-05,天秤座
66,土星,5,天秤座,,土星将与太阳和新月形成一个艰难相位——90°刑克相位（暗示会有障碍），而土星目前正在你的第五宫——掌管爱情、创造力和孩子的宫位。,TRUE,2022-05,天秤座
67,新月,5,天秤座,,新月形成一个艰难相位——90°刑克相位（暗示会有障碍），而土星目前正在你的第五宫——掌管爱情、创造力和孩子的宫位。,TRUE,2022-05,天秤座
68,新月,9,天秤座,,新月将让你关注到你的第九宫——长途旅行、国际关系、公民身份、高等教育、法庭和法律事务的宫位。,TRUE,2022-05,天秤座
69,冥王星,3,天蝎座,,冥王星位于你的第三宫交流合约宫，与食相呈吉相，说明如果你做出尝试，你能够很容易地与对方达成一致。,TRUE,2022-05,天蝎座
70,水星,6,射手座,,水星和冥王星形成的完美角度——冥王星在你的财富宫，然后水星在你的工作宫，所以你很快就会有一份收入不错的工作，也许就是因为你和这位专家形成的这个合作联盟带来的。,TRUE,2022-05,射手座
71,火星,4,射手座,,火星正在你的第四宫家庭宫双鱼座里，所以你的家庭（特别是你的父母）或者其他跟你家庭有关的人可能会伸出援手。,TRUE,2022-05,射手座
72,冥王星,6,射手座,,冥王星形成的完美角度——冥王星在你的财富宫，然后水星在你的工作宫，所以你很快就会有一份收入不错的工作，也许就是因为你和这位专家形成的这个合作联盟带来的。,TRUE,2022-05,射手座
73,火星,9,巨蟹座,,火星仍在你的第九宫工作，这是上个月的延续，可能会带来去一个令人兴奋的地方旅行的机会。,TRUE,2022-05,巨蟹座
74,木星,8,狮子座,,木星是双鱼座的两个统治者之一，另一个是海王星，该行星也与你的第八宫其他人的钱财的金星相合，只有几个小度的距离，在双鱼座24度（也被认为是合相）。,TRUE,2022-05,狮子座
75,海王星,8,狮子座,,海王星，该行星也与你的第八宫其他人的钱财的金星相合，只有几个小度的距离，在双鱼座24度（也被认为是合相）。,TRUE,2022-05,狮子座
76,月亮,3,金牛座,,月亮——也就是月食的主体掌管着你的第三宫，第三宫代表协议，因此，我觉得你可能要签署重要的合同。,TRUE,2022-05,金牛座
77,木星,11,金牛座,,木星会在你的第十一宫完美形成合相，而且这两颗星星都在双鱼座，金星和木星在双鱼座都是强势的位置。,TRUE,2022-05,金牛座
78,水星,2,天蝎座,,水星在你的财务宫双子座逆行，所以你可能为账单还款失败感到苦恼或者发现银行对账单有差错。,TRUE,2022-06,天蝎座
79,新月,9,天蝎座,,新月给你的第九宫远程旅行宫敞开机会大门，帮助你或近或远外出旅行，你可能决定带着一家人同行。,TRUE,2022-06,天蝎座
80,火星,10,巨蟹座,,火星起码两年内不会回到你的事业宫，也就是要等到2024年4月，而木星直到10年后的2034年4月才会再次回到白羊座。,TRUE,2022-06,巨蟹座
81,木星,3,水瓶座,,"木星首次进入你的第三宫（沟通交流宫），而且它将在此地停留到2023年的5月，顺势而为吧！

木星和火星都在火象星座白羊座，而5月30日的新月又发生在属于风象星座的双子座，（众所周知）风与火非常和谐，因为风会助长火的气焰，所以这些星象看起来似乎是为你量身定做的。",TRUE,2022-06,水瓶座
82,金星,10,狮子座,,金星掌管着你的第十宫，金星和天王星在合相时将位于同一个位置，这一相位的强度将加倍。,TRUE,2022-06,狮子座
83,火星,10,狮子座,,火星将于7月5日至8月20日首次进入你的第十宫，这是两年来的第一次，而且还会出现更多关于有价值的新工作的提议或宣传。,TRUE,2022-06,狮子座
84,火星,10,天蝎座,,火星高挂在代表名誉和成就的你的第十宫，也会创造丰满的条件帮助你展示自己的才华，抓住梦想中的职业机遇。,TRUE,2022-07,天蝎座
85,木星,6,天蝎座,,木星现在正位于你的第六宫日常事务宫，与狮子座（代表名誉、奖励、成就的你的第十宫）的太阳和新月直接联络。,TRUE,2022-07,天蝎座
86,木星,10,天蝎座,,木星现在正位于你的第六宫日常事务宫，与狮子座（代表名誉、奖励、成就的你的第十宫）的太阳和新月直接联络。,TRUE,2022-07,天蝎座
87,满月,2,射手座,,满月会在7月13日的时候落在摩羯座21度，将会照亮你的第二宫，掌管着你的薪水和其他赚来的收入。,TRUE,2022-07,射手座
88,木星,10,巨蟹座,,木星还在巨蟹的天顶宫闪耀，犹如灯塔一般点亮你的第十宫荣誉、成就和成功的宫位，2022和2023年你将收获事业上的成果。,TRUE,2022-07,巨蟹座
89,火星,4,水瓶座,,火星正停留在你的第四宫（家宅宫），掌管你的家庭，包括父母亲，所以你可能正在搬家、翻修房子或帮助你的姐妹带新生儿，又或是帮父母解决一些小事情。,TRUE,2022-07,水瓶座
90,满月,12,水瓶座,,满月，这无疑是个非常甜美的满月，点亮你的第十二宫，代表着独处、休息、反省与放松的宫位。,TRUE,2022-07,水瓶座
91,火星,11,狮子座,,火星离开金牛座前往双子座时，火星将进入你的第十一宫，给你一个非常社交的时期，会有很多朋友和很多浪漫。,TRUE,2022-07,狮子座
92,满月,9,金牛座,,满月点亮了你的第九宫，第九宫掌管长途旅行，还掌管高等教育，所以，现在你可以选择主动学习课程，以便减轻接下来的学业负担。,TRUE,2022-07,金牛座
93,新月,3,双子座,,新月发生在你的第三宫，所以你会有大量的沟通工作要做——有些是7月和之前几个月遗留下来的，新的项目也会在8月初来到你身边。,TRUE,2022-08,双子座
94,满月,9,双子座,,满月19度，将发生在8月11日，会照亮你的第九宫，代表着出版、广播、高等教育、国际关系、长途旅行、移民事务和法律活动。,TRUE,2022-08,双子座
95,火星,8,天秤座,,火星就是这个问题的始作俑者，而且火星和天王星这两个冲动的行星停靠在你的第八宫他人钱财宫位，也没有什么帮助。,TRUE,2022-08,天秤座
96,火星,9,天秤座,,火星将进入双子座呆上异常漫长的7个月，并在你的第九宫旅行宫停驻到2023年3月25日。,TRUE,2022-08,天秤座
97,天王星,8,天秤座,,天王星在你的第八宫，这是一个代表共同持有钱财的宫位，涵盖了信用卡、银行贷款、学生贷款、遗产、风险投资、税收、基金等类似方面。,TRUE,2022-08,天秤座
98,新月,12,天秤座,,新月将照亮你的第十二宫隐私宫，所以你可能会很乐意自己一个人独处几个星期，阅读也好，听歌也好，遵循自己的日程安排，不用与其他人过多互动。,TRUE,2022-08,天秤座
99,火星,8,天蝎座,,火星点亮了你的第八宫的财务事件，所以你可能正在申请贷款，拟立遗嘱，为子女开银行账户，或者做一些实际的纳税计划。,TRUE,2022-08,天蝎座
100,冥王星,4,天蝎座,,冥王星现在位于你的星盘底部，与你的家庭宫友好互动，所以如果你需要快速搬离或需要找一个室友公摊房费，那么你会顺利解决困难。,TRUE,2022-08,天蝎座
101,新月,10,天蝎座,,新月很甜美，因为木星位于白羊座，向你的事业宫发射友好光波，并与太阳和新月呈吉相，把你的日常事务宫和你的事业宫联结在一起。,TRUE,2022-08,天蝎座
102,火星,7,射手座,,火星会在你的伴侣宫7个月，所以如果事情不能公平的达成一致的话，那么可能就会拖延下去。,TRUE,2022-08,射手座
103,火星,6,射手座,,火星一直都在促使工作热火朝天，但是当火星在8月20日离开金牛座（你的第六宫）的时候，事情会开始变得平静下来，工作流程也更容易得到控制。,TRUE,2022-08,射手座
104,火星,8,射手座,,火星在2023年3月25日离开双子的之后将会进入巨蟹座，你的第八宫他人钱财宫，那时候大家更倾向于讨论财产分配。,TRUE,2022-08,射手座
105,天王星,6,射手座,,天王星正在金牛座，位于你的第六宫，会和落在掌管着你长途旅行第九宫里的太阳呈四分相刑克，所以也要尽量避免长途出行。,TRUE,2022-08,射手座
106,火星,11,巨蟹座,,"火星都在金牛，点亮你的第十一宫友情和社交的宫位，这是非常幸福和欢乐的时期，努力融入，好好表现，也许近来你没有什么时间好好社交，现在这不就来了嘛！多出去走走，巨蟹一直给自己很大的压力，现在就放松放松吧！

自7月17日开始，金星就在巨蟹座，直至8月11日。",TRUE,2022-08,巨蟹座
107,土星,2,巨蟹座,,土星和太阳的对冲力将在8月14日达到顶峰，满月将影响巨蟹的第八宫，而太阳在你的第二宫。,TRUE,2022-08,巨蟹座
108,火星,5,水瓶座,,火星的事实真相：它通常只在一个星座停留7周，但这次却在你的第五宫（双子座）停留7个月之久，从2022年8月20日一直持续到2023年3月25日。,TRUE,2022-08,水瓶座
109,天王星,4,水瓶座,,天王星正停留在你的家庭宫并且暂时不会离开此地，但是随着火星的离开，这种紧张的形势会有所减弱，可能是因为你也马上要做出决定了。,TRUE,2022-08,水瓶座
110,木星,9,狮子座,,木星目前位于白羊座也就是你的第九宫（一直呆到2023年5月），所以你会有很多方法来使用木星的富饶丰盛。,TRUE,2022-08,狮子座
111,水星,5,双子座,,水星将在你的第五宫开始逆行，该宫掌管着真爱、休闲、娱乐、儿童和创造力，所以你本月经历的延迟或方向变化很可能会在这些领域出现。,TRUE,2022-09,双子座
112,火星,1,双子座,,火星在双子座，你的第一宫（无论你是双子座生日还是双子座上升），表明你将非常关注你如何出现在世界中。,TRUE,2022-09,双子座
113,火星,5,双子座,,火星在双子座将碰到你的守护星水星，在你的第五宫创意宫，所以你将不断提出原创的想法。,TRUE,2022-09,双子座
114,冥王星,8,双子座,,冥王星在你的第八宫，这个宫位有关各种金融活动，包括贷款，比如抵押贷款和房屋装修贷款。,TRUE,2022-09,双子座
115,火星,5,射手座,,火星掌管着你的第五宫——这里代表着孩子——所以冲突可能会围绕着如何更好的照顾孩子以及孩子在哪里生活。,TRUE,2022-09,射手座
116,满月,4,射手座,,满月会照亮你的家庭宫，而且因为它的轨道很靠近掌管着海洋和水的海王星，所以你需要警惕与水有关的问题。,TRUE,2022-09,射手座
117,金星,2,狮子座,,金星将位于你的财务宫，与位于你日常工作宫的冥王星进行对话，所以这次旅行应该既有利可图又有趣。,TRUE,2022-09,狮子座
118,火星,3,白羊座,,火星已经在8月20日进入双子座，你有没有看到计划中的细微差别？火星将在你的第三宫旅行宫。,TRUE,2022-09,白羊座
119,天王星,2,白羊座,,天王星位于你的收入宫，意味着你可能会因为出色表现而听到令人惊讶的有关金钱的好消息。,TRUE,2022-09,白羊座
120,水星,5,金牛座,,水星（从9月23日开始）在你的爱情宫逆行，所以，另一种可能是，一个旧情人会出现——这个人让你牵挂了很多年。,TRUE,2022-09,金牛座
121,新月,4,双子座,,新月出现在你的家庭宫，所以你可能一直关注着某个家人的福祉，即使这个人住得离你很远。,TRUE,2022-10,双子座
122,土星,6,处女座,,土星在你的第六宫，这个宫位代表日常工作事项，土星在这里的时候，一定会让你的工作成果具有的吸引力，你在这件事上的付出会成为最璀璨、最高贵的功勋。,TRUE,2022-10,处女座
123,太阳,4,天蝎座,,太阳和金星刚刚进入天蝎座，土星位于水瓶座（你的家庭宫），形成了无比闪耀的黄金大三角，与满月共同作用。,TRUE,2022-10,天蝎座
124,金星,4,天蝎座,,金星刚刚进入天蝎座，土星位于水瓶座（你的家庭宫），形成了无比闪耀的黄金大三角，与满月共同作用。,TRUE,2022-10,天蝎座
125,火星,4,天蝎座,,火星（你的守护星之一，他的重要性比其他行星更大）位于双子座，太阳和金星刚刚进入天蝎座，土星位于水瓶座（你的家庭宫），形成了无比闪耀的黄金大三角，与满月共同作用。,TRUE,2022-10,天蝎座
126,满月,5,射手座,,满月落入了你的第五宫真爱宫，所以你一定会有一次激动人心的经历，因为这是一轮极佳的满月。,TRUE,2022-10,射手座
127,新月,5,巨蟹座,,新月日食吧！新月将出现在你的第五宫（如果已经结婚了，你的配偶是受第七宫影响，而不是第五宫）。,TRUE,2022-10,巨蟹座
128,金星,4,狮子座,,金星将从10月23日到11月16日访问你的家庭宫，所以请整理家宅，如果不打算搬家，可以考虑在你家为喜欢的朋友举办聚会。,TRUE,2022-10,狮子座
129,冥王星,9,金牛座,,冥王星在你的第九宫，包括法律事项、媒体（出版和广播）、高等教育、跨国事项、移民或和签证、居留、护照相关的事情。,TRUE,2022-10,金牛座
130,月亮,5,射手座,,月亮掌管着你的第五宫，而第五宫包括信用卡，税务，银行账单，贷款，保险，继承等等，所以你需要密切的关注自己的各种账单以防身份被盗用。,TRUE,2022-11,射手座
131,天王星,5,射手座,,天王星将会与同样落在金牛座17度的满月形成紧密的合相，增加了一个不和谐的音符，因为月亮掌管着你的第五宫，而第五宫包括信用卡，税务，银行账单，贷款，保险，继承等等，所以你需要密切的关注自己的各种账单以防身份被盗用。,TRUE,2022-11,射手座
132,木星,2,水瓶座,,木星就重新回到了你的财帛宫并一直待到12月20日才离开，所以你会得到一大笔所需的金钱。,TRUE,2022-11,水瓶座
133,满月,4,水瓶座,,满月出现在你的家庭宫，所以这些“突发的变化”很有可能体现在与房屋或某位家人相关的事情上。,TRUE,2022-11,水瓶座
134,新月,8,金牛座,,新月在你的第八宫熠熠闪光，第八宫掌管别人的钱财，因此，你要去提前做收入、现金流的管理和规划，如果你欠了别人的，那么你一定会想办法偿还。,TRUE,2022-11,金牛座
135,满月,8,天蝎座,,满月发生在双子座16度，也同样直接连接到上面我说到的财务区域，也就是代表他人钱财的你的第八宫。,TRUE,2022-12,天蝎座
136,新月,2,射手座,,新月发生在你的第二宫收入宫，虽然你会赚到钱，但是看起来似乎一些财富是以个人礼物的方式出现的。,TRUE,2022-12,射手座
137,土星,2,摩羯座,,土星正在你的财帛宫内，并将它的射线投射向满月，将你的第6宫工作宫同你的第2宫财帛宫联系到了一起。,TRUE,2022-12,摩羯座
138,天王星,5,摩羯座,,天王星，因为它统领着所有意想不到的事，它将会在12月22日在你的第五宫、真爱宫向金星和水星发出blingbling的射线。,TRUE,2022-12,摩羯座
139,水星,4,水瓶座,,水星正在你的隐秘宫，天王星则在你的家庭宫，你可能会出去旅行或听到来自家人的特别消息。,TRUE,2022-12,水瓶座
140,满月,8,狮子座,,满月形成困难相位，它位于你的第八宫，代表信贷、储蓄、他人的资金，所以如果需要参与活动，提前了解可能需要花费多少，比如计划参加特殊目的地的婚礼。,TRUE,2022-12,狮子座
141,满月,10,天秤座,,满月将发生在巨蟹座16°，会点亮你的第十宫代表荣耀、奖励、成就的宫位，如果你一直在面试一个职位，你可能会收到是否拿下这个工作的消息。,TRUE,2023-01,天秤座
142,土星,4,天蝎座,,土星从2020年12月17日就一直在你的家庭宫，现在已经准备要在3月的时候离开了。,TRUE,2023-01,天蝎座
143,太阳,2,巨蟹座,,"太阳在你的金钱宫，如此千载难逢的机会，切勿错过！巨蟹已经搜集了工作中所有的成就和利益，每个人都羡慕你在事业上的成功，好好利用这一能量吧！

1月29日，太阳与火星呈完美相位，这是展示过去几周/几个月巨蟹座的战略成果的理想时机。",TRUE,2023-01,巨蟹座
144,木星,2,巨蟹座,,"木星在巨蟹座的荣誉和成就宫，太阳在你的金钱宫，如此千载难逢的机会，切勿错过！巨蟹已经搜集了工作中所有的成就和利益，每个人都羡慕你在事业上的成功，好好利用这一能量吧！

1月29日，太阳与火星呈完美相位，这是展示过去几周/几个月巨蟹座的战略成果的理想时机。",TRUE,2023-01,巨蟹座
145,天王星,7,狮子座,,天王星，你的第七宫伴侣关系和婚姻的守护者，也处于逆行，所以如果还没有能够形成稳定的伴侣关系，当天王星在1月22日恢复顺行时，事情可能会发生巨大的变化。,TRUE,2023-01,狮子座
146,水星,2,金牛座,,水星的老大哥火星在你的财务宫运行，他会增加你的开支，而且，他一直处在逆行状态，因此如果你在寻找新的收入来源，那么可能已经遇到了阻碍。,TRUE,2023-01,金牛座
147,火星,2,金牛座,,火星在你的财务宫运行，他会增加你的开支，而且，他一直处在逆行状态，因此如果你在寻找新的收入来源，那么可能已经遇到了阻碍。,TRUE,2023-01,金牛座
