id,planet,house,sign,keywords,reading,is_positive,source_month,source_sign
44,木星,7,双子座,"关系,合作,婚姻,伴侣",木星位于你星盘第七宫关系宫，为你在合作和关系方面带来好运。你可能遇到一个重要的商业伙伴，或者你的婚姻关系将得到加强。,TRUE,2025-01,射手座
45,新月,1,摩羯座,"自我,新开始,形象,目标",12月30日的新月发生在你的星座，这是你的生日新月，也是一年中最重要的一次新月。它为你带来全新的开始，你可以为自己设定新的目标和愿望。,TRUE,2025-01,摩羯座
46,土星,3,双鱼座,"沟通,学习,承诺,结构",土星位于你星盘第三宫，帮助你在沟通和学习方面建立坚实的基础。你可能决定学习一项新技能，这将对你的职业生涯产生长期影响。,TRUE,2025-01,摩羯座
47,新月,12,摩羯座,"潜意识,独处,精神,疗愈",12月30日的新月位于你星盘第十二宫，这是一个内省和休息的时期。你可能想要独处，或者从事一些幕后工作。你的直觉将非常强大。,TRUE,2025-01,水瓶座
48,木星,5,双子座,"爱情,浪漫,孩子,创意",木星位于你星盘第五宫真爱宫，为你在爱情、创意和孩子方面带来好运。如果你是单身，可能遇到一个特别的人。如果你有孩子，他们可能会带给你好消息。,TRUE,2025-01,水瓶座
49,新月,11,摩羯座,"社交,朋友,群体,未来愿景",12月30日的新月位于你星盘第十一宫社交宫，为你带来新的朋友和社会联系。你可能加入一个新的群体，或者在社交媒体上获得更多的关注。,TRUE,2025-01,双鱼座
50,土星,1,双鱼座,"自我,责任,成熟,承诺",土星位于你的星座，这是一个重要的时期，你正在学习承担责任并变得更加成熟。虽然有时会感到压力，但这将帮助你建立一个更坚实的基础。,TRUE,2025-01,双鱼座
51,木星,10,双子座,,木星在你的第十宫荣誉、奖项和成就宫位时，有一半的时间是微弱地逆行着，而在2022年的第一个月木星将保持强劲的状态。,TRUE,2022-01,双子座
52,土星,8,双子座,,土星掌管你的第八宫，即代表他人的钱财的宫位（也是新月到达的地方），而土星目前在你的第九宫，所以钱财很可能来自某个媒体项目（写作、编辑、广播或制作）或国外的公司。,TRUE,2022-01,双子座
53,土星,9,双子座,,土星掌管你的第八宫，即代表他人的钱财的宫位（也是新月到达的地方），而土星目前在你的第九宫，所以钱财很可能来自某个媒体项目（写作、编辑、广播或制作）或国外的公司。,TRUE,2022-01,双子座
54,天王星,5,天秤座,,天王星将在1月18日恢复顺行，这对你来说是个好消息，因为这颗代表惊喜的行星掌管着你的第五宫真爱宫。,TRUE,2022-01,天秤座
55,满月,5,天秤座,,满月之后接踵而来的是天王星将在1月18日恢复顺行，这对你来说是个好消息，因为这颗代表惊喜的行星掌管着你的第五宫真爱宫。,TRUE,2022-01,天秤座
56,太阳,3,天蝎座,,太阳，掌管着你的事业，正在你的沟通宫里，所以无论你1月份的时候在忙什么，在1月2日的新月发生之后，似乎你的职业声誉都会提升，让你得到重要人物的赞赏。,TRUE,2022-01,天蝎座
57,火星,2,天蝎座,,火星在你的第二宫里穿行，迫使你的花费比以往更高，这也可能是你选择待在家里的一个原因。,TRUE,2022-01,天蝎座
58,金星,7,巨蟹座,,金星接收到来自天王星的光芒与能量，也将造访你的第七宫伴侣宫，不管是个人感情还是事业合作，巨蟹都将获得杰出的成就。,TRUE,2022-01,巨蟹座
59,天王星,7,巨蟹座,,天王星在巨蟹第十一宫，代表希望和愿景的宫位，金星在你的伴侣宫，你和搭档极有可能成功实现伟大愿景。,TRUE,2022-01,巨蟹座
60,天王星,8,巨蟹座,,天王星掌管着你的第八宫外财宫——贷款、风险投资、佣金、版税、信用卡最高额度、法院判罚的赔款或其他资金。,TRUE,2022-01,巨蟹座
61,满月,7,巨蟹座,,满月带来的唯一一个利好消息，还有更多哦！金星接收到来自天王星的光芒与能量，也将造访你的第七宫伴侣宫，不管是个人感情还是事业合作，巨蟹都将获得杰出的成就。,TRUE,2022-01,巨蟹座
62,火星,9,白羊座,,火星，你的守护行星，将在你的第九宫里巡视，为广播和出版、旅行以及与海外人士的关系等主题注入活力。,TRUE,2022-01,白羊座
63,满月,3,双子座,,满月发生在你的另外一个代表旅行的宫位，你的第三宫，所以你可能会和你爱的人在个拥有着迷人的床和早餐的地方，或者是豪华酒店里度过一个漫长的周末。,TRUE,2022-02,双子座
64,金星,4,天秤座,,金星和火星今年将相遇两次——首先是2月16日在摩羯座，你的家庭宫，然后是3月6日在水瓶座，你的真爱宫。,TRUE,2022-02,天秤座
65,火星,4,天秤座,,火星为你的家庭宫提供能量，所以如果这个月你有时间去浏览一些空间，你可能会发现一所你喜欢的公寓或房子。,TRUE,2022-02,天秤座
66,太阳,9,射手座,,太阳碰巧相遇，太阳掌管你的第九宫，包括长距离旅行，海外关系，法律事宜，为获得高等教育的努力付出，还有媒体，主要是播客和出版。,TRUE,2022-02,射手座
67,水星,10,射手座,,水星掌管你的第十宫事业声誉和威望的提升，所以如果你因为事情和机会的停滞感到沮丧难过，水星转顺会带来显著的帮助。,TRUE,2022-02,射手座
68,土星,9,射手座,,土星会在2月4日与太阳碰巧相遇，太阳掌管你的第九宫，包括长距离旅行，海外关系，法律事宜，为获得高等教育的努力付出，还有媒体，主要是播客和出版。,TRUE,2022-02,射手座
69,满月,9,射手座,,满月会落在你的第九宫里，也是之前提到可能会暂时有延误的宫位，长途旅行，国际关系，移民，居民身份，签证和绿卡，追求高等教育的相关事宜，媒体，法律事宜等。,TRUE,2022-02,射手座
70,金星,4,巨蟹座,,金星与天王星呈三分相（吉相），金星在保护着你的家庭宫，并带来让你惊喜不已的好消息。,TRUE,2022-02,巨蟹座
71,火星,4,巨蟹座,,"火星是巨蟹座第十宫——象征威望和成就的宫位的主宰星，哪怕你对于目前的加薪或佣金比例不满意，你也会用实力证明，自己就是年度之星，哪怕目前还没有做到！他们不想失去你！未来怎样？咱们接下来几个月走着瞧！现在还只是开端，5月起，巨蟹将乘风破浪，迎接一波又一波胜利！

2月初，金星与天王星呈三分相（吉相），金星在保护着你的家庭宫，并带来让你惊喜不已的好消息。",TRUE,2022-02,巨蟹座
72,火星,7,巨蟹座,,火星在你的第七宫相合，巨蟹座将提前感受到情人节的氛围，在8号当天或者稍后的情人节订婚。,TRUE,2022-02,巨蟹座
73,木星,7,巨蟹座,,木星在巨蟹的第九宫，火星在你的第七宫，你将获得某位外籍人士的忠实拥护，无论在感情还是事业上。,TRUE,2022-02,巨蟹座
74,金星,6,狮子座,,金星和火星会你的第六宫日常工作宫合作闪亮的二重唱，你可能会通过办公场合遇到某人（假设你不是独自在家工作）。,TRUE,2022-02,狮子座
75,火星,6,狮子座,,火星位于你的第六宫工作宫，而木星位于第八宫他人资源宫，看起来你会挣到非常可观的佣金、提成。,TRUE,2022-02,狮子座
76,木星,2,狮子座,,木星和代表意外的天王星将进行极其罕见的交流，将你的金钱宫和职业荣誉、奖项和成就联系起来。,TRUE,2022-02,狮子座
77,土星,10,金牛座,,土星会在你的事业宫一直逗留到2023年，土星会要求你全身心奉献于事业目标，土星在事业宫运行的时候，这一要求会贯穿始终。,TRUE,2022-02,金牛座
78,天王星,10,金牛座,,天王星掌管你的事业宫，因此，2月你可能会通过写作、面向某个团体演讲或者在社交媒体上发布内容提升自己的威望。,TRUE,2022-02,金牛座
79,太阳,3,双子座,,太阳掌管你的第三宫沟通宫（就像第九宫一样，我将在后面讨论），所以你的职业发展可能与写作、编辑、翻译、演讲、讲座或教学有关，或与公共关系、市场、销售或专业谈判有关（比如你是劳工谈判者、仲裁者或律师）。,TRUE,2022-03,双子座
80,月亮,2,双子座,,月亮掌管着你的第二宫，即收入宫，而木星与新月相合，如果你真的得到了一份华丽的工作邀约，那它将带来慷慨的报偿。,TRUE,2022-03,双子座
81,木星,7,双子座,,木星守护着你的第七宫，所以似乎会要打开你的突破口，你会需要一位代理人或中间人，来把你引荐给一位有影响力的会帮助你的人。,TRUE,2022-03,双子座
82,月亮,10,天秤座,,月亮掌管你的第十宫职业宫，所以如果你为这个项目全身心付出，可能就会发现自己进入了晋升的行列。,TRUE,2022-03,天秤座
83,火星,5,天秤座,,火星即将进入水瓶座这个对你非常有爱的位置，也是你的第五宫真爱宫，这是两年来的第一次。,TRUE,2022-03,天秤座
84,木星,6,天秤座,,木星现在在你的第六宫，为你的工作任务带来好运和突破，并引导你需要采取什么行动来保持健康。,TRUE,2022-03,天秤座
85,新月,6,天秤座,,新月将开启这个趋势，因为它将在双鱼座12°闪耀，并为你的第六宫工作项目宫注入一大股能量。,TRUE,2022-03,天秤座
86,太阳,5,天蝎座,,太阳、海王星和木星此时聚集在你的第五宫，此宫位代表着新事物新爱好和所有纯粹的快乐和享受，如果你已婚或有稳定伴侣，那么与对方尽情欢乐吧。,TRUE,2022-03,天蝎座
87,木星,5,天蝎座,,木星此时聚集在你的第五宫，此宫位代表着新事物新爱好和所有纯粹的快乐和享受，如果你已婚或有稳定伴侣，那么与对方尽情欢乐吧。,TRUE,2022-03,天蝎座
88,海王星,5,天蝎座,,海王星和木星此时聚集在你的第五宫，此宫位代表着新事物新爱好和所有纯粹的快乐和享受，如果你已婚或有稳定伴侣，那么与对方尽情欢乐吧。,TRUE,2022-03,天蝎座
89,新月,5,天蝎座,,新月、太阳、海王星和木星此时聚集在你的第五宫，此宫位代表着新事物新爱好和所有纯粹的快乐和享受，如果你已婚或有稳定伴侣，那么与对方尽情欢乐吧。,TRUE,2022-03,天蝎座
90,满月,11,天蝎座,,满月发生在你的第十一宫，所以除了友谊和社交活动之外，此宫位也掌管着你最想实现的愿望。,TRUE,2022-03,天蝎座
91,满月,10,射手座,,满月会带来意外的消息，是因为天王星会给水星发去银色的光柱，而水星天然掌管你的第十宫，荣誉，奖项和成就。,TRUE,2022-03,射手座
92,木星,9,巨蟹座,,木星仍然在你的第九宫行运，这个宫位与远距离旅行和涉外文化、大学、研究生学习、进出口贸易、政务和移民事务等包括护照、签证和住所等上述提到的所有领域有关。,TRUE,2022-03,巨蟹座
93,水星,8,狮子座,,水星（代表新闻）也将位于你的第八宫，并将与木星（代表增长，扩张，利润）的能量相结合。,TRUE,2022-03,狮子座
94,土星,11,金牛座,,土星对你要求很高，但你仍然能玩的开心，这是因为一些星星来到了你的第十一宫，这些星星代表令人兴奋的社交活动和爱情，这些星星当中就有代表好运的大吉星木星）。,TRUE,2022-03,金牛座
95,木星,7,天秤座,,木星在下个月5月10日进入你的伴侣宫，你所建立的联盟将金光闪耀，并开始显示其全部好处。,TRUE,2022-04,天秤座
96,冥王星,4,天秤座,,冥王星在你的第四宫家宅宫可能会为你按下暂停键，然而冥王星可能会让你圈子里的某个人变得相当咄咄逼人——4月16日，冥王星将对太阳和满月形成挑战相位。,TRUE,2022-04,天秤座
97,新月,7,天秤座,,新月（或者是3月31日，取决于你所在时区）在白羊座12°，落在你的伴侣宫，你可能会对一段感情或一项业务做出承诺。,TRUE,2022-04,天秤座
98,金星,5,天蝎座,,金星和火星在双鱼座的合相多么令人惊叹啊，金色光芒点亮了你的第五宫真爱宫，还带来了更多令人激动的事。,TRUE,2022-04,天蝎座
99,火星,5,天蝎座,,火星在双鱼座的合相多么令人惊叹啊，金色光芒点亮了你的第五宫真爱宫，还带来了更多令人激动的事。,TRUE,2022-04,天蝎座
100,木星,5,射手座,,木星会从5月10日到10月27日之间在你的恋爱宫里各种挥洒光芒和积极能量，然后在12月20日再次回来这里一直停留到2023年的5月中旬。,TRUE,2022-04,射手座
101,木星,4,射手座,,木星是好运之星，所到之处都会被扩张，海王星是艺术之星，这两颗星星会在你的家庭宫里相遇，就是为何我会说你的家会为你带来最多的欢乐和收益。,TRUE,2022-04,射手座
102,海王星,4,射手座,,海王星是艺术之星，这两颗星星会在你的家庭宫里相遇，就是为何我会说你的家会为你带来最多的欢乐和收益。,TRUE,2022-04,射手座
103,新月,5,射手座,,新月如何被影响，因为下个月木星，礼物和好运的馈赠者，同时也是你的主星，会进入你的恋爱宫。,TRUE,2022-04,射手座
104,新月,9,狮子座,,新月会让你的第九宫充满活力，带来新消息和令人印象深刻的合作机会，涉及国际项目或移民事务，比如签证、护照或永久居留权。,TRUE,2022-04,狮子座
105,金星,11,金牛座,,金星（代表欢愉和奢华）、海王星（代表无条件的爱）和木星（代表好运）都挤在你的第十一宫。,TRUE,2022-04,金牛座
106,火星,11,金牛座,,火星（代表行动）、金星（代表欢愉和奢华）、海王星（代表无条件的爱）和木星（代表好运）都挤在你的第十一宫。,TRUE,2022-04,金牛座
107,新月,12,金牛座,,新月出现在你的第十二宫，因此如果你能过滤掉打扰你、批评你或者单纯让你浪费时间的人然后独自做事，那么你的状态会达到最好。,TRUE,2022-04,金牛座
108,火星,2,双鱼座,,火星和木星在白羊座相遇，即你的收入宫，这就像在赚钱和增加财富的方法上有了好运双保险。,TRUE,2022-05,双鱼座
109,太阳,5,天秤座,,太阳和新月形成一个艰难相位——90°刑克相位（暗示会有障碍），而土星目前正在你的第五宫——掌管爱情、创造力和孩子的宫位。,TRUE,2022-05,天秤座
110,火星,6,天秤座,,火星仍然会在你的第六宫，所以再次指向你的工作有很多事情要做，也有稳定可靠的盈利能力。,TRUE,2022-05,天秤座
111,土星,5,天秤座,,土星将与太阳和新月形成一个艰难相位——90°刑克相位（暗示会有障碍），而土星目前正在你的第五宫——掌管爱情、创造力和孩子的宫位。,TRUE,2022-05,天秤座
112,新月,5,天秤座,,新月形成一个艰难相位——90°刑克相位（暗示会有障碍），而土星目前正在你的第五宫——掌管爱情、创造力和孩子的宫位。,TRUE,2022-05,天秤座
113,新月,9,天秤座,,新月将让你关注到你的第九宫——长途旅行、国际关系、公民身份、高等教育、法庭和法律事务的宫位。,TRUE,2022-05,天秤座
114,冥王星,3,天蝎座,,冥王星位于你的第三宫交流合约宫，与食相呈吉相，说明如果你做出尝试，你能够很容易地与对方达成一致。,TRUE,2022-05,天蝎座
115,水星,6,射手座,,水星和冥王星形成的完美角度——冥王星在你的财富宫，然后水星在你的工作宫，所以你很快就会有一份收入不错的工作，也许就是因为你和这位专家形成的这个合作联盟带来的。,TRUE,2022-05,射手座
116,火星,4,射手座,,火星正在你的第四宫家庭宫双鱼座里，所以你的家庭（特别是你的父母）或者其他跟你家庭有关的人可能会伸出援手。,TRUE,2022-05,射手座
117,冥王星,6,射手座,,冥王星形成的完美角度——冥王星在你的财富宫，然后水星在你的工作宫，所以你很快就会有一份收入不错的工作，也许就是因为你和这位专家形成的这个合作联盟带来的。,TRUE,2022-05,射手座
118,火星,9,巨蟹座,,火星仍在你的第九宫工作，这是上个月的延续，可能会带来去一个令人兴奋的地方旅行的机会。,TRUE,2022-05,巨蟹座
119,木星,8,狮子座,,木星是双鱼座的两个统治者之一，另一个是海王星，该行星也与你的第八宫其他人的钱财的金星相合，只有几个小度的距离，在双鱼座24度（也被认为是合相）。,TRUE,2022-05,狮子座
120,海王星,8,狮子座,,海王星，该行星也与你的第八宫其他人的钱财的金星相合，只有几个小度的距离，在双鱼座24度（也被认为是合相）。,TRUE,2022-05,狮子座
121,月亮,3,金牛座,,月亮——也就是月食的主体掌管着你的第三宫，第三宫代表协议，因此，我觉得你可能要签署重要的合同。,TRUE,2022-05,金牛座
122,木星,11,金牛座,,木星会在你的第十一宫完美形成合相，而且这两颗星星都在双鱼座，金星和木星在双鱼座都是强势的位置。,TRUE,2022-05,金牛座
123,水星,2,天蝎座,,水星在你的财务宫双子座逆行，所以你可能为账单还款失败感到苦恼或者发现银行对账单有差错。,TRUE,2022-06,天蝎座
124,新月,9,天蝎座,,新月给你的第九宫远程旅行宫敞开机会大门，帮助你或近或远外出旅行，你可能决定带着一家人同行。,TRUE,2022-06,天蝎座
125,火星,10,巨蟹座,,火星起码两年内不会回到你的事业宫，也就是要等到2024年4月，而木星直到10年后的2034年4月才会再次回到白羊座。,TRUE,2022-06,巨蟹座
126,木星,3,水瓶座,,"木星首次进入你的第三宫（沟通交流宫），而且它将在此地停留到2023年的5月，顺势而为吧！

木星和火星都在火象星座白羊座，而5月30日的新月又发生在属于风象星座的双子座，（众所周知）风与火非常和谐，因为风会助长火的气焰，所以这些星象看起来似乎是为你量身定做的。",TRUE,2022-06,水瓶座
127,金星,10,狮子座,,金星掌管着你的第十宫，金星和天王星在合相时将位于同一个位置，这一相位的强度将加倍。,TRUE,2022-06,狮子座
128,火星,10,狮子座,,火星将于7月5日至8月20日首次进入你的第十宫，这是两年来的第一次，而且还会出现更多关于有价值的新工作的提议或宣传。,TRUE,2022-06,狮子座
129,火星,10,天蝎座,,火星高挂在代表名誉和成就的你的第十宫，也会创造丰满的条件帮助你展示自己的才华，抓住梦想中的职业机遇。,TRUE,2022-07,天蝎座
130,木星,6,天蝎座,,木星现在正位于你的第六宫日常事务宫，与狮子座（代表名誉、奖励、成就的你的第十宫）的太阳和新月直接联络。,TRUE,2022-07,天蝎座
131,木星,10,天蝎座,,木星现在正位于你的第六宫日常事务宫，与狮子座（代表名誉、奖励、成就的你的第十宫）的太阳和新月直接联络。,TRUE,2022-07,天蝎座
132,满月,2,射手座,,满月会在7月13日的时候落在摩羯座21度，将会照亮你的第二宫，掌管着你的薪水和其他赚来的收入。,TRUE,2022-07,射手座
133,木星,10,巨蟹座,,木星还在巨蟹的天顶宫闪耀，犹如灯塔一般点亮你的第十宫荣誉、成就和成功的宫位，2022和2023年你将收获事业上的成果。,TRUE,2022-07,巨蟹座
134,火星,4,水瓶座,,火星正停留在你的第四宫（家宅宫），掌管你的家庭，包括父母亲，所以你可能正在搬家、翻修房子或帮助你的姐妹带新生儿，又或是帮父母解决一些小事情。,TRUE,2022-07,水瓶座
135,满月,12,水瓶座,,满月，这无疑是个非常甜美的满月，点亮你的第十二宫，代表着独处、休息、反省与放松的宫位。,TRUE,2022-07,水瓶座
