id,planet_a,planet_b,aspect_type,reading,is_positive,source_month,source_sign
29,天王星,火星,六分相,火星在巨蟹座与金牛座的天王星呈吉相，新月的消息带来惊喜的意味，最可能涉及到钱。你可能中奖，这么说是因为这个相位带来的意外好运。,TRUE,2025-01,巨蟹座
30,太阳,水星,合相,太阳和冥王星将在此时相合，所以如果你正在寻找贷款人、赞助人或风险资本，你可能会在握手时达成协议，并开始起草法律文件，在下个月签署（在水星——你的守护行星和管理所有通信和合同的行星——2月3日顺行之后）。,TRUE,2022-01,双子座
31,太阳,木星,合相,"

为什么说3月5日是最幸运日呢？此时木星与太阳相合，这可是一年一遇的事情，但其他时候的合相，木星和太阳都分别在两个星座。",TRUE,2022-01,双鱼座
32,金星,火星,合相,"

这个时间段与火星摩羯座重合，这是极为突出的星象，众所周知金星与火星是宇宙爱侣，彼此爱慕，但因为运行轨道不同，很少相合。",TRUE,2022-01,处女座
33,太阳,冥王星,合相,届时冥王星会与太阳合相，预示着这个人是一位权威。,TRUE,2022-01,天蝎座
34,太阳,木星,三分相,在5月10日之前，木星都会跟你的本命太阳呈三分相，然后等到10月27日至12月20日会再次呈相。,TRUE,2022-01,天蝎座
35,太阳,冥王星,合相,冥王星与太阳呈合相，巨蟹未来几周甚至几个月都将拥有超强的吸金能力。,TRUE,2022-01,巨蟹座
36,金星,天王星,三分相,"

1月17日的满月与金星和天王星呈三分相，这是宇宙中最重要的相位，我很喜欢，此时，树上的鸟儿甚至都会为巨蟹所倾倒。",TRUE,2022-01,巨蟹座
37,土星,新月,合相,接下来，我看到2月1日在你的薪酬宫内将出现新月，而那次新月将土你的守护星土星合相。,TRUE,2022-01,摩羯座
38,月亮,冥王星,对分相,冥王星对冲月亮，所以你会很有压力，因为需要向客户呈现最完美、最精确的结果。,FALSE,2022-01,水瓶座
39,太阳,天王星,三分相,"

让我们再回到1月2日的新月当中，我这里有3点要罗列出来，让你们感受一下职业方面的令人欣喜的信息

当天王星向太阳发出了和谐的光芒，也就是占星中所说的三分相的夹角，可能会给你们带来一个所谓非常黄金的职业机会，但是如果目前你是一头单身羊并且渴望爱情的话，那么也可能是有一场突发的会议，让你们有机会找到自己的爱情。",TRUE,2022-01,白羊座
40,金星,火星,合相,下个月的情人节会非常华丽，金星和火星会在2月16日形成精准合相，情人节在2月14日，离16日已经足够近，你完全能够感受这样的能量然后充分享受它。,TRUE,2022-01,金牛座
41,太阳,土星,合相,"

土星将与太阳相合，这个方面将使你处于很严肃认真的状态。",TRUE,2022-02,双子座
42,金星,火星,合相,"

金星火星整月都在一起，虽然精准合相的是在2月16日，但在情人节这天，这两颗星之间的距离也足够近了（0.5°）。",TRUE,2022-02,双鱼座
43,火星,海王星,六分相,"

月末有两天值得高亮标注，因为每一天都会给你带来优雅与诗意：

2月23日，火星与海王星六分相，这一天你精致的艺术将达到顶峰。",TRUE,2022-02,双鱼座
44,太阳,土星,合相,"

天王星不仅与太阳和新月相位紧张，土星还与太阳和新月相合，是一种非常沉重的影响。",TRUE,2022-02,处女座
45,金星,火星,合相,"

当金星和火星在2月16日精确合相时，这对鸳鸯的浪漫相遇将与满月同时发生，使情感更加强烈。",TRUE,2022-02,天秤座
46,金星,火星,合相,在这次满月的时候，金星和火星会形成他们之间的第一次精准合相。,TRUE,2022-02,天蝎座
47,木星,天王星,六分相,这个星象包括了木星和天王星的完美六分相（代表着机遇和和谐）。,TRUE,2022-02,天蝎座
48,太阳,土星,合相,相反，这是土星和太阳合相的日子（这个日子每年都会改变）。,TRUE,2022-02,射手座
49,木星,天王星,三分相,"

满月之后紧接着第二天的2月17日就有一个美好的相位，好运之星木星会和意外事件的天王星在宇宙中形成和谐的三分相。",TRUE,2022-02,射手座
50,木星,天王星,合相,木星和天王星精准结合日是2月17日，这是2022年的重大星象，下一次木天相合将会等到2026年7月21日才会再出现（但是2026年的木天合相则位于不同的星座内，与今年这次的影响力不可容日而语）。,TRUE,2022-02,巨蟹座
51,金星,火星,三分相,"

火星是巨蟹座第十宫——象征威望和成就的宫位的主宰星，哪怕你对于目前的加薪或佣金比例不满意，你也会用实力证明，自己就是年度之星，哪怕目前还没有做到！他们不想失去你！未来怎样？咱们接下来几个月走着瞧！现在还只是开端，5月起，巨蟹将乘风破浪，迎接一波又一波胜利！

2月初，金星与天王星呈三分相（吉相），金星在保护着你的家庭宫，并带来让你惊喜不已的好消息。",TRUE,2022-02,巨蟹座
52,水星,冥王星,合相,"

水星与冥王星也穿行在摩羯座内，并且在2月11日，它们将会相合。",TRUE,2022-02,摩羯座
53,木星,天王星,三分相,"

另外，在2月17日，木星将会与天王星形成三分相（非常和谐的相位），它们将会与满月的能量混合在一起。",TRUE,2022-02,摩羯座
54,金星,火星,合相,"

2月16日，金星与火星，这对宇宙爱侣也会合相，这是个非常值得注意的星象。",TRUE,2022-02,水瓶座
55,金星,天王星,三分相,"

水瓶座新月来临之际，正停留在水瓶座家宅宫的天王星也会跟金星成三分相（吉相）。",TRUE,2022-02,水瓶座
56,月亮,土星,合相,事实上，土星将在本月初2月1日新月这天与月亮合相，意味着你已准备好做出坚定的决定或承诺，或采取行动，并在之后的很长时间内坚持执行。,TRUE,2022-02,狮子座
57,木星,天王星,六分相,"

在这次满月的同时，严格来说第二天，也就是2月17日，木星和天王星呈六分相，意味着惊喜的机会将出现。",TRUE,2022-02,狮子座
58,火星,天王星,三分相,"

让我们再看一看2月8日，周二那天也会是一个非常好的日子，那天火星将会和代表惊喜的天王星有三分相，这是一个非常和谐的相位，暗示着你们会意外的获得工作中某场战役的胜利，从而增加自己的好名声。",TRUE,2022-02,白羊座
59,太阳,土星,合相,"

2月1日的新月与太阳与土星形成合相的日期挨得非常近。",TRUE,2022-02,金牛座
60,太阳,金星,合相,"

在一年中最幸运的这一天，不仅太阳与木星相合，而且金星和火星也相合相进入到水瓶座，这对你来说是个完美的位置，所以如果你在寻找一个突破，你会看到这个突破。",TRUE,2022-03,双子座
61,木星,海王星,合相,"

木星与海王星将在下个月12号精确合相，但在3月2日双鱼新月时，这两颗行星已经相当接近了。",TRUE,2022-03,双鱼座
62,水星,天王星,六分相,"）

值得注意两个相位，第一个是发生在3月17日的天王星与水星（管辖人际/感情）精确六分相。",TRUE,2022-03,双鱼座
63,木星,新月,合相,"

我如此喜欢这次双鱼座新月的原因是，它与好运木星相合在你星盘严肃关系和婚姻宫。",TRUE,2022-03,处女座
64,木星,新月,合相,"

3月2日的新月轻松愉快，因为礼物和运气的赠予者木星与新月合相，则又可以排得上是本年最好的新月之一。",TRUE,2022-03,天蝎座
65,金星,火星,合相,"

如果你的生日在11月22日附近，加减5天，你会从3月6日金星和火星的合相里获得双倍收益。",TRUE,2022-03,射手座
66,太阳,木星,合相,"

还有更多的好消息，我列出的这些只是非常特别的那些，3月5日是年度幸运日，因为幸运使者木星将与生命和力量之神太阳在双鱼座内相合，为巨蟹带来完美的加持。",TRUE,2022-03,巨蟹座
67,水星,木星,合相,满月发生前后不仅有天王星六合水星，3月20日那天，木星与水星也会合相。,TRUE,2022-03,水瓶座
68,木星,新月,合相,"

我之所以对你的财务前景如此兴奋，是因为新月与代表好运和恩赐的木星合相，这是个奇妙的相位，表明新月发生后几天或几周内，你会因为出售个人物品、资产或达成其他交易而获得金钱。",TRUE,2022-03,狮子座
69,水星,天王星,六分相,在3月17日也就是满月之前，努力让事情变得有利可图，这一天天王星和水星也呈现六分相并互相协作，意味着会有更多关于资金流入的意外消息！这相位将与满月混合在一起（因为这些行星将在几天内保持彼此的位置），所以也请记住水星和天王星的这个好消息。,TRUE,2022-03,狮子座
70,木星,新月,合相,"

每一个星座都会有一年里最好的新月，3月2日的新月发生在双鱼座的12度，这个新月的特别在于它和同时在双鱼座的木星有合相。",TRUE,2022-03,白羊座
71,太阳,木星,合相,木星与强大的太阳在第十一宫形成合相，第十一宫代表友情，也代表你最深切、最诚挚的希冀与愿望。,TRUE,2022-03,金牛座
72,太阳,木星,六分相,木星和新月会亲密地挨在一起，同时还有其他的星星配合：代表惊喜的天王星会和太阳、新月形成精准的六分相，他可能会给你一到两个突破性进展，这件事和房地产、不动产有关。,TRUE,2022-03,金牛座
73,月亮,金星,合相,幸运的木星将与月亮和金星相合。,TRUE,2022-04,双子座
74,木星,海王星,合相,"

木星在你星盘第七宫还有更多要说的，4月12日，你人生中唯一一次，木星与海王星相合在婚姻和承诺宫。",TRUE,2022-04,处女座
75,木星,海王星,合相,"

这次木星和海王星的合相不仅仅会影响到你，更会影响到整个社会。",TRUE,2022-04,天秤座
76,木星,海王星,合相,木星和海王星将在4月12日完美相合，这是里程碑式的合相。,TRUE,2022-04,巨蟹座
77,木星,海王星,合相,"

象这种行星之间的合相是所有占星术相位中最强的，因为它会开启一段全新的周期，直到2035年木星与海王星在白羊座内相会才结束。",TRUE,2022-04,摩羯座
78,木星,海王星,合相,之所以会相距这么长的时间，是因为海王星公转一圈需要168年的时间，而木星只需12年，所以两者合相是非常罕见的。,TRUE,2022-04,水瓶座
79,木星,海王星,合相,我觉得木星与海王星的合相可能是未来精彩艺术表现的开端，它将为我们所处的时代提供模板。,TRUE,2022-04,狮子座
80,天王星,新月,合相,这次的新月将会和天王星合相暗示着你们在收入方面将有一次突然提升的机会。,TRUE,2022-04,白羊座
81,火星,土星,合相,"

4月初始，火星会和土星形成合相，这个相位表明，在事业和其他行动上，你要小心谨慎，慢点行动。",TRUE,2022-04,金牛座
82,火星,木星,合相,火星和木星在这次新月时仍在互相靠近的轨道上运行（在它们耀眼合相后的一天），让这次新月能在对你有利的方式更为助力。,TRUE,2022-05,双子座
83,太阳,火星,六分相,届时，行运于白羊座的木星和火星，将与新月和太阳成六分相。,TRUE,2022-05,双鱼座
84,太阳,天王星,合相,这是因为新月与天王星相合，激进、突然变化的天王星合了太阳和新月。,TRUE,2022-05,处女座
85,金星,木星,合相,神奇的是，金星被发现与礼物和好运的施予者木星精准合相。,TRUE,2022-05,天秤座
86,金星,木星,合相,因为金星和木星在双鱼座合相，也就是你的真爱宫，让这个星象发射出无比耀眼的光芒，多么难得。,TRUE,2022-05,天蝎座
87,太阳,月亮,三分相,此时火星仍然位于你的真爱宫双鱼座，与天蝎座的月亮呈拱相，与金牛座的太阳呈三分相，三者呈相几乎达到精确度数。,TRUE,2022-05,天蝎座
88,太阳,月亮,合相,"

这个项目的一切似乎都非常的未来化，或者是基于一个新兴产业，因为掌管着未来的天王星和太阳以及月亮呈合相。",TRUE,2022-05,射手座
89,太阳,木星,三分相,白羊座跟你一样都是火象星座，所以木星会与你本命盘中的太阳呈三分相，这是一个绝佳的能够帮助你从各种层面都获得好运的相位。,TRUE,2022-05,射手座
90,火星,木星,合相,你不需要火星和木星合相才能看到成功，但你也会从这种合相中受益。,TRUE,2022-05,巨蟹座
91,金星,木星,合相,即木星和金星罕见地合相并给你的事业带去好运。,TRUE,2022-05,摩羯座
92,金星,木星,合相,"这些星相意味着你的贷款有可能会得到预先批准，这真是个好消息！

值得注意的是，金星和木星将在双鱼座合相。",TRUE,2022-05,水瓶座
93,木星,新月,六分相,"

而且，彼时正停留在白羊座的木星也会跟双子座新月成六分相，让这个新月更加迷人。",TRUE,2022-05,水瓶座
94,金星,木星,合相,此外，木星是双鱼座的两个统治者之一，另一个是海王星，该行星也与你的第八宫其他人的钱财的金星相合，只有几个小度的距离，在双鱼座24度（也被认为是合相）。,TRUE,2022-05,狮子座
95,金星,木星,合相,据说金星在双鱼座曜升，而金星和木星在四月底至五月的第一天，在双鱼座28度合相。,TRUE,2022-05,白羊座
96,太阳,冥王星,三分相,冥王星与太阳三分相，意味最为和谐的相处。,TRUE,2022-05,白羊座
97,天王星,新月,合相,新月日食和天王星形成合相，它会点亮你的事业——你可能会收到令人兴奋的工作机会——你很想去。,TRUE,2022-05,金牛座
98,天王星,满月,对分相,天王星在金牛座15°，和天蝎座25°的满月形成了10°容许度的对分相，因此这个相位的意义也几近重要。,FALSE,2022-05,金牛座
99,太阳,海王星,四分相,"

第二个相位将发生在同一时间，6月14日，当目前在你代表名声和荣誉的专业第十宫的海王星，将与太阳和满月形成困难的四分相。",FALSE,2022-06,双子座
100,火星,木星,合相,"

随着6月到来，火星和木星虽然不再合相，但距离依然很近，为象征收入的2宫带来汹涌的财运。",TRUE,2022-06,双鱼座
101,水星,木星,六分相,"

6月14日满月的同时，木星将与水星友好互动(在6月20日精确六分相)。",TRUE,2022-06,双鱼座
102,金星,天王星,合相,那时，掌管乐趣的金星和掌管冲动与惊喜的天王星相合，说走咱就走，很适合出去玩的周末。,TRUE,2022-06,处女座
103,水星,木星,六分相,"

6月14日木星与水星六分相（意味着机会）开始入相位，6月20日精确呈相，但满月时就足够用了。",TRUE,2022-06,处女座
104,火星,木星,合相,"

木星与火星在5月29日相合，当你在6月头几天看到这份运势时，还是能充分感受到这个合相的温暖力量，好好利用吧。",TRUE,2022-06,天秤座
105,水星,木星,六分相,木星和水星将在6月20日呈精准六分相——这意味着一个机会即将到来，但你能够在6月14日的时候更早感受到这个相位，因为它在朝着精准合相的方向移动。,TRUE,2022-06,天秤座
106,火星,木星,合相,火星和木星合相每两年发生一次，他们总是相遇在不同星座。,TRUE,2022-06,天蝎座
107,火星,木星,合相,"

在上个月新月发生的同时，木星（你的守护星，给你带来了额外的力量）和火星呈合相。",TRUE,2022-06,射手座
108,太阳,木星,四分相,"

你是被木星守护的孩子，这次新月的时候他会跟太阳呈四分相（一个困难的角度），所以如果你正在申请资金的话，那你需要现实一些，这样才能够让你的投资人对你保持好的期许并且批准你的请求。",FALSE,2022-06,射手座
109,火星,木星,合相,"

到了5月底，木星和火星将在你的家宅宫白羊座内构成决定性的合相，与新月发生在同一时间。",TRUE,2022-06,摩羯座
110,火星,木星,合相,5月29日，火星与木星合相，这束美妙的光芒依然闪耀至今。,TRUE,2022-06,水瓶座
111,金星,天王星,合相,"

6月11日，金星和天王星将在金牛座合相，这将是本月最容易得到上级赞扬的日子。",TRUE,2022-06,狮子座
112,火星,木星,合相,"

在上个月5月29日的时候，火星和木星形成了合相位，因为行动而带来不错的收益。",TRUE,2022-06,白羊座
113,水星,木星,六分相,而在6月20日，水星将在白羊座与木星发生六分相，预示着额外的好机会。,TRUE,2022-06,白羊座
114,冥王星,新月,三分相,"

与此同时，因为5月30号的新月同时和代表权力的冥王星之间有非常优雅的三分相。",TRUE,2022-06,白羊座
115,火星,木星,合相,5月30日新月出现，同时，火星和木星也在具有开创精神的白羊座形成合相。,TRUE,2022-06,金牛座
116,金星,海王星,六分相,金星在金牛座，海王星在双鱼座，两颗星星会形成六分相。,TRUE,2022-06,金牛座
117,太阳,天王星,六分相,"这就是它的乐趣所在！我认为你可能会对得到的财务消息感到高兴的原因是，位于金牛座18度的天王星将与摩羯座21度的满月形成""三分相""，与巨蟹座21度的太阳形成 ""六分相""——都是非常积极的相位。",TRUE,2022-07,双子座
118,水星,土星,三分相,水瓶座的土星将与双子座的水星形成宽泛的三分相，这是一个绝佳的相位，给你带来更大的稳定和安全感。,TRUE,2022-07,双子座
119,冥王星,新月,对分相,"

冥王星将与此次新月对冲，可能有朋友或其他人，因你在这个项目上获得的成功，心生嫉妒而贬低你。",FALSE,2022-07,双鱼座
120,火星,天王星,合相,"

其实，7月31日到8月1日火星与天王星相合，你可能临时起意说走就走——是个好主意。",TRUE,2022-07,处女座
121,天王星,满月,三分相,"

哪种惊喜呢？天王星在，真的没人知道，但因为天王星与满月构成神圣的三分相（被视为最和谐的星象之一），我猜你从恋人或伴侣那里得到的好消息，是你非常喜欢的。",TRUE,2022-07,处女座
122,天王星,冥王星,合相,"

冥王星会与7月13日的满月形成没那么精准的合相（但还是在影响范围内），而且对天王星很友好，所以如果你需要贷款，你可能会发现可以从银行获得，而且似乎流程会比你想象的简单。",TRUE,2022-07,天秤座
123,金星,木星,六分相,金星是你的守护星，和代表好运的木星形成了一个六分相，你可能会发现，在别人去度假的时候，你正处于合适的时机和合适的地方，可以好好利用一个绝佳的职业机遇。,TRUE,2022-07,天秤座
124,太阳,木星,三分相,"

还有一则消息！7月30-31日的这个周末，太阳在狮子座，木星在白羊座，它们会形成一个精准三分相，这是一个极其和谐的相位。",TRUE,2022-07,天秤座
125,天王星,冥王星,合相,"

7月13日，你的守护星冥王星与满月合相，又给满月增加了一股推动力，一起向天王星传送友谊讯号。",TRUE,2022-07,天蝎座
126,冥王星,满月,合相,这次的满月会和冥王星合相，所以你可能会坚持认定自己想要的就是自己应得的。,TRUE,2022-07,射手座
127,太阳,天王星,六分相,但是我仍旧坚持我的看法，伴随着天王星和满月之间天堂般的拱相，以及天王星和太阳之间和谐的六分相，出乎意料的财务新闻会让你开心的。,TRUE,2022-07,射手座
128,太阳,月亮,合相,"

还是30日-31日这个周末，木星将与太阳呈精准合相，二者呈完美三分吉相，这是一个五星级的周末！变化中的月亮在思想丰富的狮子座内，这次你将获得更多幸福的感受。",TRUE,2022-07,巨蟹座
129,冥王星,新月,对分相,"

7月28日的狮子座新月将与冥王星对冲，因此你会极为确信自己的立场，但如果你和某人辩论，那就得克制点不要过多表达你的观点。",FALSE,2022-07,摩羯座
130,火星,天王星,合相,火星与天王星合相容易使家人之间产生冲突，或者搬家公司的人可能会毁坏你很喜欢的某件家具。,TRUE,2022-07,水瓶座
131,水星,木星,三分相,如果需要签署合同，这也是个非常合适的时机，因为届时掌管合同的水星与给人带来幸运的木星成三分相（有利相位）。,TRUE,2022-07,水瓶座
132,冥王星,满月,合相,）这次满月将与冥王星合相，因此你正在完成的项目中会有一些重要的事情。,TRUE,2022-07,狮子座
133,太阳,木星,三分相,"

7月29-31日，我们拥有另一个相位，代表幸运与恩赐的木星与太阳形成神圣而和谐的三分相。",TRUE,2022-07,狮子座
134,太阳,天王星,合相,"

7月10号的时候，天王星将会和太阳有六合相位，你们会灵感爆发。",TRUE,2022-07,白羊座
135,金星,火星,六分相,8月2日，金星和火星将会创造机会(六分相，间隔60度)，让那天成为你生命轴上重要的日子。,TRUE,2022-07,白羊座
136,太阳,水星,三分相,因为同天内，不仅在巨蟹座的水星和在双鱼座的海王星有三分相(你从未想过的最佳相位)，太阳在巨蟹座也和在双鱼座的海王星三分相。,TRUE,2022-07,白羊座
137,火星,天王星,合相,火星会在8月1日与天王星形成合相，这一天，天空中会绽放烟花，两颗星星似乎在筹划一场惊喜。,TRUE,2022-07,金牛座
138,水星,木星,三分相,7月23日，水星在狮子座，和白羊座的木星形成完美的三分相——你会获得最为和谐的相位。,TRUE,2022-07,金牛座
139,水星,天王星,三分相,如果你要发起一项广告活动或任何以沟通为导向的项目，请在8月16日水星与天王星形成三分相的时候进行。,TRUE,2022-08,双子座
140,土星,满月,合相,"

更糟的是，土星将合相满月，可能某个孩子令你担忧或伤神。",TRUE,2022-08,双鱼座
141,土星,满月,合相,"

让事情更难的是，土星在水瓶座与满月紧密相合，是一种严峻、消耗的影响。",TRUE,2022-08,处女座
142,土星,满月,合相,"

土星将会与在水瓶座的满月紧密合相，所以土星不会对这些事情有帮助——它只会让事情更糟。",TRUE,2022-08,天秤座
143,月亮,土星,合相,土星通常会把压力给到所有人，让我们直面真相，此时它与月亮合相。,TRUE,2022-08,天蝎座
144,月亮,土星,合相,更重要的是土星会和月亮合相，带来了低沉，悲伤的色彩。,TRUE,2022-08,射手座
145,太阳,天王星,四分相,天王星正在金牛座，位于你的第六宫，会和落在掌管着你长途旅行第九宫里的太阳呈四分相刑克，所以也要尽量避免长途出行。,FALSE,2022-08,射手座
146,火星,天王星,合相,"

火星在8月1日与天王星相合，巨蟹可能会从朋友那里得到一个意外的邀请或不寻常的消息，其影响比较广泛，可能影响力还要再加上7天。",TRUE,2022-08,巨蟹座
147,火星,木星,六分相,在9月1日，我们将迎来奇妙的相位，火星与木星呈六分相，行动将能够转化为利润。,TRUE,2022-08,巨蟹座
148,水星,火星,三分相,"

本次新月，水星这个快乐的聊天小天才，将带头与双子座内的冥王星和火星交谈（二者呈比较宽泛的三分相），这三颗行星将形成神圣又和谐的相位。",TRUE,2022-08,巨蟹座
149,土星,满月,合相,满月将同你的守护星土星合相，意味着可能会有出乎意料的账单出现，并导致你不得不重新考虑其他你一直想要做的开支。,TRUE,2022-08,摩羯座
150,土星,满月,合相,这个水瓶座满月还与土星合相，形成又一个不利相位。,TRUE,2022-08,水瓶座
151,太阳,木星,三分相,"# Susan Miller 2022年8月白羊座运势

**星座**: 白羊座
**年份**: 2022
**月份**: 8
**来源**: Susan Miller 2022年8月星座运势.docx
**提取时间**: 2026-03-28 20:09:16

---

完整版 - 苏珊米勒中文网

本文译者：kuko

在进入到8月之前，白羊座刚刚经历了一个非常重要的星象，也就是在7月31号的时候在白羊座的木星和在狮子座的太阳形成了非常和谐的三分相。",TRUE,2022-08,白羊座
152,金星,火星,六分相,这是个周二，这一天，金星会和她的爱侣火星形成六分相，同时，天王星也会和金星形成六分相。,TRUE,2022-08,金牛座
153,太阳,木星,三分相,"# Susan Miller 2022年8月金牛座运势

**星座**: 金牛座
**年份**: 2022
**月份**: 8
**来源**: Susan Miller 2022年8月星座运势.docx
**提取时间**: 2026-03-28 20:09:16

---

完整版 - 苏珊米勒中文网

本文译者：安德烈

7月31日，太阳和木星形成三分相（是最和谐的相位），这个月有个快乐的开始，你会收到家庭事务和家人相关的好消息。",TRUE,2022-08,金牛座
154,太阳,土星,对分相,"

同样也是8月14日，土星在水瓶座，和狮子座的太阳形成对分相，这个相位会让你格外关注家庭和家人。",FALSE,2022-08,金牛座
155,海王星,满月,合相,"海王星将与满月相合相，所以你的形象将被 ""曝光""给所有人看，你的名字将出现在你所在行业的许多重要人物的口中。",TRUE,2022-09,双子座
156,海王星,满月,合相,这个满月将与海王星合相，所以看起来你似乎会从事一个创意的艺术项目，或者在9月10日后五天内突然获得做这类项目的许可。,TRUE,2022-09,天秤座
157,金星,天王星,三分相,与此同时，金星将与天王星形成一个广阔而和谐的三分相——会带来更多惊喜！这个时候，金星仍然在处女座——你星盘中的隐秘宫位，所以我很好奇你是否会有某种财运将来源于一位家庭成员，TA会要求你保守TA的秘密——也许这将是一份非常慷慨的生日礼物或支票。,TRUE,2022-09,天秤座
158,海王星,满月,合相,因为这次满月发生在周六，并且和掌管着天堂，创意，诗意的海王星合相，所以很适合邀请朋友。,TRUE,2022-09,射手座
159,海王星,满月,合相,"

9月10日的满月还与魅力十足的海王星相合，这可能是异常浪漫的旅行（虽然9月10日是个周六，但这之前的5天，满月的能量就会传递到）。",TRUE,2022-09,巨蟹座
